coco/AP,coco/AP .5,coco/AP .75,coco/AP (M),coco/AP (L),coco/AR,coco/AR .5,coco/AR .75,coco/AR (M),coco/AR (L),PCK,AUC,NME,data_time,time,step
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.2596371882086168,0.008049886621315193,0.26513391611527426,1.7019325892130535,1.7988959550857544,10.0
0.02795394833601007,0.1449410235141161,0.0,-1.0,0.02795394833601007,0.04285714285714285,0.23809523809523808,0.0,-1.0,0.04285714285714285,0.48072562358276644,0.015929705215419504,0.13689690760744402,1.069793701171875,1.131362063544137,20.0
0.0,0.0,0.0,-1.0,0.0,0.0,0.0,0.0,-1.0,0.0,0.17913832199546484,0.004195011337868481,0.30805273769664115,1.5440959589821952,1.6092456408909388,30.0
0.38818634289875004,1.0,0.06262784284791151,-1.0,0.38818634289875004,0.43809523809523804,1.0,0.19047619047619047,-1.0,0.43809523809523804,0.8197278911564626,0.03905895691609978,0.07150981323518991,1.3268043313707625,1.406858273914882,40.0
0.5369474682082438,1.0,0.511521113594661,-1.0,0.5369474682082438,0.5857142857142856,1.0,0.6666666666666666,-1.0,0.5857142857142856,0.909297052154195,0.06360544217687077,0.058216004144577754,1.3610493115016393,1.4022535937173026,50.0
