lr,data_time,loss,loss_cls,loss_bbox,time,epoch,iter,memory,step
0.0002562936936936936,4.448426604270935,1.2222170351445676,0.37218262821435927,0.8500343990698457,5.233094401359558,4.0,65.0,2584.0,65.0
0.00026029765765765754,4.448771533966064,1.2422756642103194,0.3745747072994709,0.8677009478211403,5.226903328895569,4.0,66.0,2584.0,66.0
0.0002643016216216215,4.3645325756073,1.2672129747271539,0.3837906618416309,0.8834223037958145,5.1560633087158205,4.0,67.0,2584.0,67.0
0.0002683055855855855,4.526972393989563,1.290632771551609,0.38619796141982077,0.9044347999989987,5.326995873451233,4.0,68.0,2584.0,68.0
0.00027230954954954946,4.539262037277222,1.3106057988107205,0.39382484078407287,0.916780946701765,5.350775747299195,4.0,69.0,2584.0,69.0
0.00027631351351351343,4.539383125305176,1.3359271623194218,0.40221597388386726,0.933711177110672,5.363394427299499,4.0,70.0,2584.0,70.0
0.0002803174774774774,4.520825314521789,1.3638189858198166,0.41304450765252115,0.9507744680345058,5.361826505661011,4.0,71.0,2584.0,71.0
0.0002843214414414413,4.290726127624512,1.3906233394145966,0.4234613117575645,0.9671620161831379,5.133579845428467,4.0,72.0,2584.0,72.0
0.0002883254054054053,4.290676264762879,1.4074197298288345,0.4245782673358917,0.9828414513170719,5.135745306015014,4.0,73.0,2584.0,73.0
0.0002923293693693692,4.290581493377686,1.4285256272554399,0.4303756159543991,0.9981500014662743,5.132523827552795,4.0,74.0,2584.0,74.0
0.0002963333333333332,4.290684561729432,1.4509166848659516,0.4395933702588081,1.011323304772377,5.135994291305542,4.0,75.0,2584.0,75.0
0.0003003372972972971,4.193584761619568,1.4676693022251128,0.44737177550792695,1.0202975165843964,5.0361881351470945,4.0,76.0,2584.0,76.0
0.00030434126126126107,4.193742589950562,1.4802265238761902,0.4500989681482315,1.030127545595169,5.030310664176941,4.0,77.0,2584.0,77.0
0.00030834522522522504,4.193576307296753,1.4771221113204955,0.45083086103200914,1.0262912392616272,5.026952543258667,4.0,78.0,2584.0,78.0
0.000312349189189189,4.193314504623413,1.4751521420478821,0.45305750459432603,1.0220946276187897,5.028127522468567,4.0,79.0,2584.0,79.0
0.000316353153153153,4.132944836616516,1.484314947128296,0.4612104395031929,1.023104498386383,4.9582754611969,4.0,80.0,2584.0,80.0
0.0003203571171171169,4.132828283309936,1.4643021965026854,0.44795541554689405,1.0163467729091644,4.950070204734803,4.0,81.0,2584.0,81.0
0.0003243610810810809,4.1324714660644535,1.447635416984558,0.444264899790287,1.003370510339737,4.932063112258911,4.0,82.0,2584.0,82.0
0.00032836504504504485,4.132326951026917,1.4401913475990296,0.4484483656287193,0.9917429733276367,4.911986665725708,4.0,83.0,2584.0,83.0
0.00033236900900900876,3.86888210773468,1.4302373957633971,0.44107416421175005,0.9891632235050202,4.631534848213196,4.0,84.0,2584.0,84.0
0.00033637297297297274,4.23319700717926,1.4212071919441223,0.44158907622098925,0.9796181070804596,4.978424172401429,5.0,85.0,2584.0,85.0
0.0003403769369369367,4.273512949943543,1.4164589381217956,0.4467289713025093,0.9697299575805665,5.005711665153504,5.0,86.0,2584.0,86.0
0.0003443809009009006,4.273217353820801,1.4229054951667786,0.45617571860551837,0.9667297685146332,4.999918446540833,5.0,87.0,2584.0,87.0
0.00034838486486486454,3.976752018928528,1.4140956926345825,0.4604412296414375,0.9536544549465179,4.706892948150635,5.0,88.0,2584.0,88.0
0.0003523888288288285,4.203393797874451,1.4088860368728637,0.4647849681973457,0.944101060628891,4.940365071296692,5.0,89.0,2584.0,89.0
0.00035639279279279243,4.2910332775115965,1.4038781380653382,0.4661672428250313,0.9377108871936798,5.027553238868713,5.0,90.0,2584.0,90.0
0.00036039675675675635,4.29110203742981,1.3905984330177308,0.47194759249687196,0.9186508309841156,5.031716957092285,5.0,91.0,2584.0,91.0
0.00036440072072072027,4.224894189834595,1.3832512950897218,0.47665933579206465,0.9065919494628907,4.971354780197143,5.0,92.0,2584.0,92.0
0.0003684046846846842,4.042266812324524,1.3828921175003053,0.47937033385038375,0.9035217726230621,4.791063213348389,5.0,93.0,2584.0,93.0
0.0003724086486486481,4.119994602203369,1.3772531127929688,0.47923454493284223,0.8980185568332673,4.867682795524598,5.0,94.0,2584.0,94.0
0.000376412612612612,4.053789958953858,1.3578264284133912,0.46945105999708175,0.8883753573894501,4.8079593467712405,5.0,95.0,2584.0,95.0
0.000380416576576576,4.054021539688111,1.3529735326766967,0.46839361637830734,0.8845799028873443,4.8195922613143924,5.0,96.0,2584.0,96.0
0.00038442054054053996,3.9432777070999148,1.352465898990631,0.4733446797728538,0.8791212058067321,4.6960334920883176,5.0,97.0,2584.0,97.0
0.0003884245045045039,4.043380122184754,1.349685640335083,0.47328648418188096,0.8763991439342499,4.793629722595215,5.0,98.0,2584.0,98.0
0.00039242846846846785,3.8948530769348144,1.345522689819336,0.47187440663576125,0.8736482715606689,4.641684169769287,5.0,99.0,2584.0,99.0
0.0003964324324324318,3.8948182106018066,1.3322282528877258,0.46309813886880874,0.8691301012039184,4.637614150047302,5.0,100.0,2584.0,100.0
0.0004004363963963958,3.9932918405532836,1.3283085870742797,0.464898946583271,0.8634096276760101,4.731470184326172,5.0,101.0,2584.0,101.0
0.00040444036036035977,4.004556241035462,1.32265732049942,0.4666777983307838,0.8559795081615448,4.735633802413941,5.0,102.0,2584.0,102.0
0.00040844432432432374,3.865295853614807,1.3129061555862427,0.459780755341053,0.8531253850460052,4.593846096992492,5.0,103.0,2584.0,103.0
0.0004124482882882877,3.8651347064971926,1.305573275089264,0.4568682512640953,0.8487050104141235,4.588673419952393,5.0,104.0,2584.0,104.0
0.00041645225225225163,3.8404955148696898,1.301614181995392,0.46431144803762436,0.8373027205467224,4.554447073936462,5.0,105.0,2584.0,105.0
0.00042045621621621555,4.1928884363174435,1.3070404815673828,0.4706650951504707,0.8363753736019135,4.903123941421509,6.0,106.0,2584.0,106.0
0.0004244601801801795,3.86211567401886,1.3013602256774903,0.4622266200184822,0.8391335940361023,4.57507164478302,6.0,107.0,2584.0,107.0
0.00042846414414414344,3.862224898338318,1.2943476343154907,0.457851200401783,0.8364964210987091,4.593026766777038,6.0,108.0,2584.0,108.0
0.00043246810810810735,3.801737332344055,1.2894044017791748,0.45639741867780687,0.8330069720745087,4.536059103012085,6.0,109.0,2584.0,109.0
0.0004364720720720713,4.063732252120972,1.2873242545127868,0.4533722099661827,0.8339520347118378,4.8035836505889895,6.0,110.0,2584.0,110.0
0.0004404760360360353,3.9933717536926268,1.289649124145508,0.4524861541390419,0.8371629595756531,4.741129183769226,6.0,111.0,2584.0,111.0
0.00044447999999999927,3.99339684009552,1.2854547214508056,0.44793719202280047,0.8375175189971924,4.749375629425049,6.0,112.0,2584.0,112.0
0.00044848396396396324,3.9503948402404787,1.2852363586425781,0.4512148615717888,0.83402148604393,4.714493017196656,6.0,113.0,2584.0,113.0
0.0004524879279279272,4.0228883743286135,1.2639055907726289,0.43298578560352324,0.830919795036316,4.78734601020813,6.0,114.0,2584.0,114.0
0.00045649189189189124,3.897355275154114,1.255962107181549,0.4259602928161621,0.8300018036365509,4.660842657089233,6.0,115.0,2584.0,115.0
0.0004604958558558552,3.8971481037139895,1.2519248080253602,0.4255838617682457,0.8263409364223481,4.662656288146973,6.0,116.0,2584.0,116.0
0.00046449981981981924,3.8960923290252687,1.2453391861915588,0.4213594087958336,0.8239797675609588,4.655886154174805,6.0,117.0,2584.0,117.0
0.0004685037837837832,3.9189787197113035,1.2384676480293273,0.4212362837791443,0.8172313559055329,4.675992932319641,6.0,118.0,2584.0,118.0
0.0004725077477477472,3.9067658948898316,1.2412694716453552,0.42137581706047056,0.8198936462402344,4.657220382690429,6.0,119.0,2584.0,119.0
0.0004765117117117111,3.9069615602493286,1.235561957359314,0.417303062081337,0.8182588875293731,4.649237585067749,6.0,120.0,2584.0,120.0
0.00048051567567567507,3.90679132938385,1.230289363861084,0.41532102167606355,0.8149683344364166,4.638245754241943,6.0,121.0,2584.0,121.0
0.000484519639639639,3.7859224224090577,1.2253025484085083,0.4150903981924057,0.8102121436595917,4.507658123970032,6.0,122.0,2584.0,122.0
0.000488523603603603,3.7857354164123533,1.2267360496520996,0.41731871038675306,0.8094173324108124,4.496141672134399,6.0,123.0,2584.0,123.0
0.0004925275675675669,3.785569152832031,1.231028904914856,0.4180925312638283,0.8129363667964935,4.4863804960250855,6.0,124.0,2584.0,124.0
0.0004965315315315308,3.7852781867980956,1.2253243851661682,0.41481156796216967,0.810512809753418,4.4697943115234375,6.0,125.0,2584.0,125.0
0.0005005354954954948,3.5817601537704467,1.2226475739479066,0.41445940047502516,0.8081881666183471,4.261526231765747,6.0,126.0,2584.0,126.0
0.0005045394594594587,3.9993889331817627,1.2186187601089478,0.4178309345245361,0.8007878196239472,4.674603667259216,7.0,127.0,2584.0,127.0
0.0005085434234234226,3.9994437885284424,1.2228698492050172,0.4230331847071648,0.7998366594314575,4.676518530845642,7.0,128.0,2584.0,128.0
0.0005125473873873865,4.020150566101075,1.2237827038764955,0.4272158917784691,0.7965668058395385,4.689466948509216,7.0,129.0,2584.0,129.0
0.0005165513513513505,3.726926369667053,1.2210376834869385,0.4277310320734978,0.793306645154953,4.39876579284668,7.0,130.0,2584.0,130.0
0.0005205553153153146,4.067019958496093,1.2287407255172729,0.4331993696093559,0.7955413496494294,4.744394102096558,7.0,131.0,2584.0,131.0
0.0005245592792792786,4.067284431457519,1.2357642912864686,0.4364727273583412,0.7992915570735931,4.759102115631103,7.0,132.0,2584.0,132.0
0.0005285632432432425,4.067402729988098,1.236748559474945,0.4379201075434685,0.7988284468650818,4.763850359916687,7.0,133.0,2584.0,133.0
0.0005325672072072064,3.9905172395706177,1.2311869263648987,0.43704098850488665,0.7941459333896637,4.690740442276001,7.0,134.0,2584.0,134.0
0.0005365711711711703,3.9356038665771482,1.2311189675331116,0.4353553262352943,0.7957636368274689,4.644465928077698,7.0,135.0,2584.0,135.0
0.0005405751351351343,3.895324354171753,1.221594705581665,0.430023697912693,0.7915710020065307,4.610800647735596,7.0,136.0,2584.0,136.0
0.0005445790990990983,3.9035977649688722,1.219082326889038,0.42766001254320146,0.7914223086833954,4.616769375801087,7.0,137.0,2584.0,137.0
0.0005485830630630623,3.9033671617507935,1.2138710618019104,0.426472073495388,0.7873989808559417,4.611873288154602,7.0,138.0,2584.0,138.0
0.0005525870270270263,3.9475117254257204,1.220626881122589,0.4235772976279259,0.7970495736598968,4.662877345085144,7.0,139.0,2584.0,139.0
0.0005565909909909904,3.8600762367248533,1.2218532133102418,0.42009761422872544,0.8017555892467498,4.58181218624115,7.0,140.0,2584.0,140.0
0.0005605949549549543,3.8600284576416017,1.2208773708343506,0.41962890774011613,0.8012484538555146,4.5848383045196535,7.0,141.0,2584.0,141.0
0.0005645989189189182,3.8603680753707885,1.2166641497611999,0.42125183492898943,0.7954123067855835,4.5896645307540895,7.0,142.0,2584.0,142.0
0.0005686028828828821,3.83192608833313,1.213856236934662,0.42104549914598466,0.792810732126236,4.551161289215088,7.0,143.0,2584.0,143.0
0.000572606846846846,3.7172395610809326,1.2122986364364623,0.42287350207567215,0.7894251298904419,4.43081356048584,7.0,144.0,2584.0,144.0
0.0005766108108108101,3.7170992565155028,1.2114131712913514,0.42217692762613296,0.7892362403869629,4.4229357814788814,7.0,145.0,2585.0,145.0
0.000580614774774774,3.716778712272644,1.2078086972236632,0.4247962513566017,0.7830124425888062,4.405773859024048,7.0,146.0,2584.0,146.0
0.0005846187387387379,3.649106101989746,1.2002976322174073,0.4182329294085503,0.782064700126648,4.335075902938843,7.0,147.0,2584.0,147.0
0.0005886227027027018,3.9110478496551515,1.1946487951278686,0.41403016477823257,0.7806186282634735,4.590026755332946,8.0,148.0,2584.0,148.0
0.0005926266666666658,3.8445953130722046,1.196470992565155,0.4162437281012535,0.7802272605895996,4.520359506607056,8.0,149.0,2584.0,149.0
0.0005966306306306299,3.8446831798553465,1.1960436367988587,0.41400397807359696,0.7820396554470063,4.522351336479187,8.0,150.0,2584.0,150.0
0.0006006345945945938,3.638576102256775,1.1899943661689758,0.40887240797281266,0.7811219537258148,4.3180201053619385,8.0,151.0,2584.0,151.0
0.0006046385585585578,3.987376317977905,1.1919587278366088,0.4119009938836098,0.7800577306747436,4.665164165496826,8.0,152.0,2584.0,152.0
0.0006086425225225217,3.9482486343383787,1.1979635381698608,0.41439547210931776,0.7835680651664734,4.629217748641968,8.0,153.0,2584.0,153.0
0.0006126464864864856,3.9485914278030396,1.1974464821815491,0.41289342850446703,0.784553050994873,4.633054866790771,8.0,154.0,2584.0,154.0
0.0006166504504504497,3.8958524322509764,1.1994459772109984,0.4086638697981834,0.7907821035385132,4.583166437149048,8.0,155.0,2584.0,155.0
0.0006206544144144136,3.9637086009979248,1.200268075466156,0.4109764513373375,0.7892916190624237,4.646600456237793,8.0,156.0,2584.0,156.0
0.0006246583783783776,3.9637986516952513,1.2026546502113342,0.4145364359021187,0.7881182086467743,4.654729652404785,8.0,157.0,2584.0,157.0
0.0006286623423423416,3.9639897966384887,1.2024346494674683,0.41709106594324113,0.7853435790538787,4.645945501327515,8.0,158.0,2584.0,158.0
0.0006326663063063056,3.9640176057815553,1.2030350637435914,0.41832787066698074,0.7847071874141693,4.646566395759582,8.0,159.0,2584.0,159.0
0.0006366702702702695,4.014928426742554,1.2077554941177369,0.4274724188446999,0.7802830684185028,4.691184787750244,8.0,160.0,2584.0,160.0
0.0006406742342342334,4.0149437522888185,1.2084408044815063,0.43046428352594374,0.7779765141010284,4.681855845451355,8.0,161.0,2584.0,161.0
0.0006446781981981974,4.014838171005249,1.2148536539077759,0.43163991183042527,0.7832137358188629,4.674420132637024,8.0,162.0,2584.0,162.0
0.0006486821621621613,4.014391045570374,1.2135321307182312,0.4297926279902458,0.7837394964694977,4.666063642501831,8.0,163.0,2584.0,163.0
0.0006526861261261254,3.7605237054824827,1.2215769064426423,0.43588584184646606,0.7856910586357116,4.40421049118042,8.0,164.0,2584.0,164.0
0.0006566900900900893,3.7602423620224,1.2378607845306397,0.44592372059822083,0.7919370579719544,4.394988017082214,8.0,165.0,2584.0,165.0
0.0006606940540540532,3.7599839115142824,1.2449452257156373,0.4540372982621193,0.7909079217910766,4.386534967422485,8.0,166.0,2584.0,166.0
0.0006646980180180172,3.7599112701416018,1.249012794494629,0.4566642132401466,0.7923485743999481,4.377941546440124,8.0,167.0,2584.0,167.0
0.0006687019819819811,3.5461879444122313,1.2554345035552978,0.461317366361618,0.7941171288490295,4.158112707138062,8.0,168.0,2584.0,168.0
0.0006727059459459451,3.9241393327713014,1.2548331689834595,0.46157475471496584,0.7932584059238433,4.541337146759033,9.0,169.0,2584.0,169.0
0.000676709909909909,3.923974380493164,1.2585892105102539,0.4650495773553848,0.7935396242141723,4.5455393934249875,9.0,170.0,2584.0,170.0
0.000680713873873873,3.9240775728225707,1.2598815393447875,0.4625508826971054,0.7973306465148926,4.550349431037903,9.0,171.0,2584.0,171.0
0.000684717837837837,3.7186045980453493,1.256144540309906,0.4590266406536102,0.7971178901195526,4.351167035102844,9.0,172.0,2584.0,172.0
0.000688721801801801,3.9042005014419554,1.2600312876701354,0.4640770661830902,0.795954213142395,4.5439527893066405,9.0,173.0,2584.0,173.0
0.000692725765765765,3.9062633085250855,1.2544285988807677,0.46446983933448793,0.7899587512016296,4.553566675186158,9.0,174.0,2584.0,174.0
0.000696729729729729,3.9264009475708006,1.2554776978492737,0.4649623566865921,0.7905153334140778,4.581447882652283,9.0,175.0,2584.0,175.0
0.0007007336936936929,3.865641503334045,1.2586801624298096,0.46819662034511567,0.7904835343360901,4.532082495689392,9.0,176.0,2584.0,176.0
0.0007047376576576568,3.6708935546875,1.2625039410591126,0.471253354549408,0.7912505781650543,4.33683901309967,9.0,177.0,2584.0,177.0
0.0007087416216216208,3.6964190340042116,1.2626786947250366,0.47179868936538694,0.7908799982070923,4.358299565315247,9.0,178.0,2584.0,178.0
0.0007127455855855847,3.710594596862793,1.2586264395713807,0.4670497226715088,0.7915767109394074,4.377906246185303,9.0,179.0,2584.0,179.0
0.0007167495495495486,3.7106178331375124,1.2537247490882875,0.46533923387527465,0.7883855092525482,4.3820820140838626,9.0,180.0,2584.0,180.0
0.0007207535135135125,3.5774215507507323,1.246432545185089,0.4607247722148895,0.7857077646255494,4.25727541923523,9.0,181.0,2584.0,181.0
0.0007247574774774765,3.608011484146118,1.2355615282058716,0.45730078279972075,0.778260737657547,4.277206501960754,9.0,182.0,2584.0,182.0
0.0007287614414414406,3.645632257461548,1.2350410795211793,0.4588628542423248,0.7761782169342041,4.31272129535675,9.0,183.0,2584.0,183.0
0.0007327654054054045,3.6455707693099977,1.2329527425765991,0.4594812136888504,0.773471519947052,4.312402429580689,9.0,184.0,2584.0,184.0
0.0007367693693693684,3.596380839347839,1.230449185371399,0.4626647013425827,0.7677844762802124,4.2603963232040405,9.0,185.0,2584.0,185.0
0.0007407733333333324,3.5963892459869387,1.2271526491641997,0.46115500390529635,0.7659976387023926,4.258314270973205,9.0,186.0,2584.0,186.0
0.0007447772972972963,3.645301966667175,1.2240888059139252,0.460718612074852,0.7633701872825622,4.306225218772888,9.0,187.0,2584.0,187.0
0.0007487812612612603,3.655700616836548,1.224612854719162,0.46137693464756013,0.7632359135150909,4.31164128780365,9.0,188.0,2584.0,188.0
0.0007527852252252243,3.4215803241729734,1.214414278268814,0.45722684264183044,0.7571874296665192,4.062442030906677,9.0,189.0,2584.0,189.0
0.0007567891891891882,3.8163108587265016,1.2017915952205658,0.4528407281637192,0.7489508616924286,4.4525481843948365,10.0,190.0,2584.0,190.0
0.0007607931531531522,3.8162948274612427,1.200021823644638,0.45077217936515807,0.7492496407032013,4.456762752532959,10.0,191.0,2584.0,191.0
0.0007647971171171161,3.8615559768676757,1.2003675830364227,0.4494915556907654,0.7508760237693787,4.496952872276307,10.0,192.0,2584.0,192.0
0.0007688010810810802,3.7298212099075316,1.230177901983261,0.47890828967094423,0.7512696051597595,4.370988173484802,10.0,193.0,2584.0,193.0
0.0007728050450450442,4.006416697502136,1.2243958795070649,0.4753669100999832,0.7490289628505706,4.65477668762207,10.0,194.0,2584.0,194.0
0.0007768090090090082,4.006524271965027,1.2224763977527617,0.4742404943704605,0.7482358968257904,4.660774827003479,10.0,195.0,2584.0,195.0
0.0007808129729729722,4.031730198860169,1.223519228696823,0.47437873542308806,0.749140487909317,4.68834436416626,10.0,196.0,2584.0,196.0
0.0007848169369369362,3.958192591667175,1.2234130418300628,0.47583109736442564,0.7475819396972656,4.617949280738831,10.0,197.0,2584.0,197.0
0.0007888209009009002,3.7860844850540163,1.2260340249538422,0.47898208439350126,0.7470519351959228,4.4524318933486935,10.0,198.0,2584.0,198.0
